,Date,Open,High,Low,Close,Volume
1053,3/9/2017,41.79999924,42.09999847,41.71049881,41.93399811,25230000
1054,3/10/2017,42.16400146,42.24549866,41.97499847,42.16249847,34080000
1055,3/13/2017,42.20000076,42.43424988,42.16249847,42.27700043,24472000
1056,3/14/2017,42.18199921,42.36199951,42.04000092,42.28099823,15598000
1057,3/15/2017,42.37950134,42.43149948,42.03850174,42.36000061,27630000
1058,3/16/2017,42.45149994,42.54249954,42.30649948,42.43899918,19552000
1059,3/17/2017,42.58050156,42.66999817,42.35549927,42.60599899,34246000
1060,3/20/2017,42.50049973,42.51100159,42.25749969,42.41999817,24630000
1061,3/21/2017,42.56999969,42.67499924,41.45100021,41.52299881,49270000
1062,3/22/2017,41.59550095,41.77750015,41.35900116,41.47949982,28030000
1063,3/23/2017,41.04999924,41.12850189,40.61285019,40.87900162,69742000
1064,3/24/2017,41.00400162,41.0965004,40.44449997,40.7215004,39620000
1065,3/27/2017,40.34749985,41.08150101,40.16849899,40.9754982,37886000
1066,3/28/2017,41.02050018,41.29949951,40.70135117,41.04600143,32410000
1067,3/29/2017,41.25,41.63824844,41.11899948,41.57049942,35726000
1068,3/30/2017,41.67499924,41.68399811,41.45000076,41.57500076,21106000
1069,3/31/2017,41.44850159,41.58200073,41.36949921,41.47800064,28038000
1070,4/3/2017,41.46099854,42.04249954,41.46099854,41.92750168,33430000
1071,4/4/2017,41.56800079,41.75899887,41.4518013,41.72850037,20908000
1072,4/5/2017,41.77550125,42.12250137,41.5359993,41.57049942,31106000
1073,4/6/2017,41.61999893,41.81949997,41.32300186,41.39400101,25088000
1074,4/7/2017,41.39799881,41.42425156,41.02565002,41.23350143,21146000
1075,4/10/2017,41.26950073,41.46749878,41.18849945,41.23649979,19578000
1076,4/11/2017,41.23550034,41.37134933,40.85100174,41.16749954,21594000
1077,4/12/2017,41.0965004,41.33300018,41.05099869,41.2159996,18010000
1078,4/13/2017,41.10699844,41.31900024,41.0719986,41.1780014,22448000
1079,4/17/2017,41.25049973,41.88750076,41.2234993,41.85850143,17900000
1080,4/18/2017,41.71099854,41.94649887,41.63550186,41.8409996,16734000
1081,4/19/2017,41.98949814,42.11100006,41.8144989,41.91049957,19084000
1082,4/20/2017,42.0719986,42.25999832,41.9659996,42.08250046,19180000
1083,4/21/2017,42.14400101,42.19400024,42.02999878,42.15950012,26472000
1084,4/24/2017,42.56000137,43.17250061,42.49300003,43.13800049,27450000
1085,4/25/2017,43.25,43.75,43.14049911,43.61500168,33440000
1086,4/26/2017,43.71149826,43.80250168,43.38740158,43.58649826,24744000
1087,4/27/2017,43.68000031,43.77000046,43.51900101,43.71250153,40536000
1088,4/28/2017,45.53300095,45.84249878,45.28850174,45.29800034,65526000
1089,5/1/2017,45.09700012,45.7840004,45.07249832,45.62850189,42320000
